time,open,high,low,close,Risk Oscillator,SRI Bias Histogram,STH MVRV,MVRV SMA,Reversal Support,Reversal Robust Fit,Reversal Resistance,Fast Trackline,Slow Trackline,Stage 4 to 1,Stage 1 to 2,Stage 2 to 3,Stage 3 to 4,%K,%D,MTF RSI,Volume,STH-MVRV,NRPL,Deviation Dot,Max Risk,Median Risk,Min Risk,Displayed STH SOPR (Mirrored),Short-Term Risk Score,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,Funding Rate,MVRV,Z-score,Plot,Plot
1753450200,88.5,88.75,88,88.6,,0,,,,,,,,0,0,0,0,,,,1004810,,100480.99999999428,,,,,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.3253806121677583,,7,
1753709400,88.58,95,88,89.95,,0,,,,,,,,0,0,0,0,,,,1160838,,1590348.0600000052,,89.95000000000002,89.95000000000002,89.95000000000002,,,0.005,0.004,0.003,0.002,0.001,0,0.005,2.3385188286177585,127.38613501172779,7,
1753795800,90.7,95,90.32,93.25,,0,,,,,,,,0,0,0,0,,,,2463223,,6281218.649999993,97.91250000000001,93.25000000000001,92.7513974495713,92.2554608991779,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.309039740435535,113.89924176950142,7,
1753882200,93.74,95,93.3,94.5,,0,,,,,,,,0,0,0,0,,,,3074414,,2336554.6400000155,99.22500000000001,94.9426834042624,94.50000000000001,93.93009132938289,,,0.004999999999999999,0.004,0.0029999999999999996,0.002,0.001,0,0.004999999999999999,2.3027657075859667,114.21546425345676,7,
1753968600,95,95.99,94,94.48,,0,,,,,,,,0,0,0,0,,,,1964083,,-1021323.1599999922,99.20400000000001,95.8536161639595,95.11856200525351,94.47999999999998,,,-0.003347000000000002,-0.0026776000000000013,-0.0020082000000000008,-0.0013388000000000007,-0.0006694000000000003,-0.003347000000000002,0,2.2975142698504802,115.65449720169545,7,
1754055000,94.68,95.25,93.55,94.14,,0,,,,,,,,0,0,0,0,,,,2692995,,-1454217.3000000168,98.84700000000001,96.21707238967926,95.19088857565065,94.13999999999997,,,0.0003039999999999998,0.00024319999999999984,0.00018239999999999988,0.00012159999999999992,0.00006079999999999996,0,0.0003039999999999998,2.2560652098892118,59.44032230439268,7,
1754314200,95.9,96.39,95.15,96.39,,0,,,,,,,,0,0,0,0,,,,1445291,,708192.5899999926,101.2095,98.21802147762236,96.99034274428384,96.09775388359421,,,0.0003550000000000005,0.0002840000000000004,0.0002130000000000003,0.0001420000000000002,0.0000710000000000001,0,0.0003550000000000005,2.224325308240829,39.02812526810093,7,
1754400600,96.75,97.18,96.01,96.5,,0,,,,,,,,0,0,0,0,,,,1410022,,-352505.5,101.325,98.42098908116158,97.01058155680154,96.29633995280861,,,0.0020255000000000004,0.0016204000000000001,0.0012153,0.0008102000000000001,0.00040510000000000003,0,0.0020255000000000004,2.2380708771263875,37.72239404129247,7,
1754487000,96.99,97.3,96.85,97,,0,,,,,,,,0,0,0,0,,,,1348808,,13488.080000006901,101.85000000000001,98.78554298194845,97.18477963823754,96.6530240980202,,,-0.004123000000000001,-0.003298400000000001,-0.002473800000000001,-0.0016492000000000004,-0.0008246000000000002,-0.004123000000000001,0,2.2184474012655206,34.09806764098918,7,
1754573400,97.55,97.75,97.3,97.59,,0,,,,,,,,0,0,0,0,,,,1290989,,51639.560000008074,102.46950000000001,99.2410274457319,97.58999999999997,97.09867585560968,,,0.0018870000000000015,0.0015096000000000011,0.0011322000000000007,0.0007548000000000006,0.0003774000000000003,0,0.0018870000000000015,2.2349278034224507,34.96134367840782,7,
